year,chsa_code,chsa_name,month,deaths
2007,2232,Pitt Meadows,Oct,3
2007,2232,Pitt Meadows,Nov,3
2007,2232,Pitt Meadows,Dec,7
2007,2233,Maple Ridge Rural,Jan,16
2007,2233,Maple Ridge Rural,Feb,18
2007,2233,Maple Ridge Rural,Mar,18
2007,2233,Maple Ridge Rural,Apr,15
2007,2233,Maple Ridge Rural,May,14
2007,2233,Maple Ridge Rural,Jun,17
2007,2233,Maple Ridge Rural,Jul,18
2007,2233,Maple Ridge Rural,Aug,14
2007,2233,Maple Ridge Rural,Sep,21
2007,2233,Maple Ridge Rural,Oct,28
2007,2233,Maple Ridge Rural,Nov,18
2007,2233,Maple Ridge Rural,Dec,24
2007,2241,North Coquitlam,Jan,6
2007,2241,North Coquitlam,Feb,4
2007,2241,North Coquitlam,Mar,3
2007,2241,North Coquitlam,Apr,3
