year,chsa_code,chsa_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total
2010,5172,Terrace Rural,6,2,1,3,6,10,2,5,4,2,1,2,44
2010,5180,Nisga'a,1,0,1,1,0,1,0,0,0,0,1,3,8
2010,5190,Telegraph Creek,0,1,0,0,0,0,2,1,0,1,0,0,5
2010,5211,Quesnel City Centre,6,5,9,6,7,11,9,6,8,10,15,6,98
2010,5212,Quesnel Rural,8,12,12,5,11,8,7,10,10,5,10,5,103
2010,5221,Burns Lake Town Centre,5,3,4,4,3,2,1,3,3,5,2,8,43
2010,5222,Burns Lake South,0,1,0,0,0,0,0,0,0,0,0,0,1
2010,5223,Burns Lake North,3,2,0,0,0,2,0,1,1,2,0,0,11
2010,5231,Vanderhoof,5,5,3,3,3,7,3,4,2,9,6,5,55
2010,5233,Fort St. James North,1,1,1,5,2,4,4,0,3,3,3,2,29
2010,5234,Fraser Lake,1,0,1,3,3,1,2,3,0,0,0,1,15
2010,5241,Prince George City - North,10,6,11,6,7,7,7,7,7,9,3,7,87
2010,5242,Prince George City - Central,31,21,37,31,29,23,24,32,24,37,20,33,342
2010,5243,Prince George City - Southwest,1,2,7,4,11,5,5,2,3,3,1,4,48
2010,5244,Prince George Southwest Rural,3,2,5,3,3,2,5,3,1,5,4,3,39
2010,5245,Prince George North Fraser Rural,4,0,0,0,2,2,2,0,1,2,2,1,16
2010,5246,McBride/Valemount,2,0,1,1,3,0,0,1,4,3,0,1,16
2010,5247,Mackenzie,1,1,0,2,0,1,2,1,2,2,2,3,17
2010,5311,Dawson Creek,11,7,4,10,14,17,7,8,9,5,10,13,115
2010,5312,Chetwynd,1,1,2,1,1,2,5,3,5,4,0,0,25
2010,5313,Tumbler Ridge,1,1,0,1,1,1,0,0,0,1,0,0,6
2010,5314,Peace River South Rural,4,2,3,2,4,4,3,6,3,1,3,3,38
2010,5321,Fort St John,10,13,11,11,9,16,8,6,8,8,12,9,121
2010,5322,Hudson's Hope,0,0,0,2,0,0,2,0,1,0,0,1,6
2010,5323,Peace River North Rural,3,2,6,0,4,2,4,2,2,2,3,5,35
2010,5331,Fort Nelson Population Centre,3,0,0,2,3,2,2,1,2,1,2,7,25
2010,5332,Northern Boreal,0,0,2,0,0,0,0,0,0,0,0,1,3
2010,UNKN,Unknown CHSA,21,19,28,18,18,33,40,54,22,12,15,22,302
2011,1110,Fernie,8,5,10,9,8,7,8,11,7,11,6,5,95
2011,1120,Cranbrook,17,12,20,21,12,16,15,21,16,12,24,14,200
2011,1130,Kimberley,9,4,9,3,3,9,9,7,9,4,7,9,82
2011,1140,Windermere,14,3,5,6,3,10,6,4,6,5,5,7,74
2011,1150,Creston,14,11,13,11,14,15,16,14,6,11,16,18,159
2011,1160,Golden,1,1,6,5,4,4,0,4,4,4,6,2,41
2011,1210,Kootenay Lake,4,1,0,2,3,5,2,3,6,2,3,6,37
2011,1220,Nelson,27,25,14,12,13,15,14,9,13,7,13,22,184
2011,1230,Castlegar,8,11,14,9,9,8,13,11,12,15,12,7,129
2011,1240,Arrow Lakes,7,1,6,5,4,1,5,3,9,10,8,6,65
2011,1250,Trail,18,12,13,12,20,20,19,18,10,15,17,11,185
2011,1260,Grand Forks,8,11,11,10,6,11,4,7,8,13,11,9,109
2011,1270,Kettle Valley,3,1,5,2,3,3,0,7,2,1,3,2,32
2011,1310,Southern Okanagan,28,25,27,23,24,14,20,18,22,17,25,21,264
2011,1320,Penticton,56,35,46,47,30,45,40,38,40,49,37,54,517
2011,1330,Keremeos,6,4,7,7,3,5,6,7,4,4,4,2,59
2011,1340,Princeton,5,7,6,5,5,10,3,4,3,4,9,3,64
2011,1350,Armstrong/Spallumcheen,7,1,6,4,6,8,5,6,2,5,8,9,67
2011,1361,Vernon Centre/Coldstream,52,55,40,42,48,44,55,37,43,52,50,45,563
2011,1362,North Okanagan/Lumby,9,8,3,13,7,2,6,8,6,9,7,7,85
2011,1371,Central Okanagan Rural,3,4,3,6,6,0,4,4,4,3,9,4,50
2011,1372,West Kelowna,36,22,19,27,27,26,28,25,19,24,23,25,301
2011,1373,Lake Country,3,9,4,9,4,4,4,5,10,4,5,9,70
2011,1374,Glenmore,9,16,25,18,12,20,10,13,21,16,14,15,189
2011,1375,Downtown Kelowna,45,44,56,59,44,41,40,40,33,42,46,54,544
2011,1376,Rutland,22,16,21,22,12,25,11,22,16,18,29,23,237
2011,1377,Okanagan Mission,14,6,13,15,10,12,15,12,10,9,14,9,139
2011,1380,Summerland,8,8,13,21,10,12,15,10,10,15,15,17,154
2011,1390,Enderby,10,7,3,10,6,3,5,8,10,7,4,6,79
2011,1410,Revelstoke,5,2,7,10,13,2,3,5,10,2,2,4,65
2011,1420,Salmon Arm,25,28,20,15,30,30,26,25,26,31,20,33,309
2011,1431,Kamloops Centre North,36,38,34,39,34,43,37,34,38,42,36,43,454
2011,1432,Kamloops Centre South,37,21,27,28,34,29,26,30,28,25,29,32,346
2011,1433,Lower Thompson,12,12,12,8,8,10,8,18,8,7,14,5,122
2011,1440,100 Mile House,11,15,13,10,12,7,8,10,17,7,8,11,129
2011,1450,North Thompson,4,4,1,1,4,1,1,3,2,0,5,2,28
2011,1461,West Cariboo,2,3,1,2,3,1,2,3,1,0,4,2,24
2011,1462,Williams Lake/East Cariboo,10,8,14,13,11,14,15,12,16,8,13,11,145
2011,1470,Lillooet,2,1,4,4,3,4,2,7,2,4,5,2,40
2011,1480,South Cariboo,8,8,2,8,6,8,6,7,3,5,5,3,69
2011,1490,Merritt,11,6,17,9,8,9,5,11,8,2,8,10,104
2011,2110,Hope,8,10,11,5,16,5,7,9,3,6,8,6,94
2011,2121,South Chilliwack,28,15,29,15,17,18,17,26,15,23,29,31,263
2011,2122,North Chilliwack,37,46,35,33,33,30,25,40,35,32,34,47,427
2011,2131,Central Abbotsford,34,25,26,15,29,26,19,16,18,25,27,31,291
2011,2132,East Abbotsford,8,6,6,17,5,11,11,8,7,19,16,9,123
2011,2133,West Abbotsford,31,28,44,26,39,37,31,31,30,40,35,34,406
2011,2134,Abbotsford Rural,8,11,12,13,11,10,11,11,8,10,11,11,127
2011,2141,South Mission,23,16,18,21,18,16,17,15,21,24,13,18,220
2011,2142,North Mission,9,6,2,3,3,8,7,8,6,4,8,10,74
2011,2150,Agassiz/Harrison,10,4,6,2,5,6,6,11,7,9,10,6,82
2011,2210,New Westminster,41,38,38,36,36,47,41,42,42,26,31,45,463
2011,2221,Burnaby Northwest,25,22,24,17,23,21,24,23,18,22,16,25,260
2011,2222,Burnaby Northeast,16,12,16,14,20,11,12,13,15,13,10,18,170
2011,2223,Burnaby Southwest,40,44,45,35,40,31,41,41,50,32,60,36,495
2011,2224,Burnaby Southeast,25,36,24,32,34,29,32,48,41,31,25,33,390
2011,2231,Haney,29,20,27,32,20,29,23,18,21,34,26,20,299
2011,2232,Pitt Meadows,9,9,8,6,4,4,9,7,5,11,8,6,86
2011,2233,Maple Ridge Rural,21,17,16,19,15,16,25,22,29,9,15,15,219
2011,2241,North Coquitlam,13,4,2,5,6,5,11,2,8,5,6,9,76
2011,2242,Southwest Coquitlam,37,37,30,43,31,26,42,36,19,32,35,35,403
2011,2243,Southeast Coquitlam,12,14,10,13,14,10,11,15,9,13,14,15,150
2011,2244,Port Coquitlam,17,29,25,17,17,19,18,16,19,30,26,30,263
2011,2245,Port Moody/Anmore/Belcarra,11,6,13,7,13,6,10,10,7,13,10,9,115
2011,2311,City of Langley,22,21,24,21,15,34,24,14,11,23,15,26,250
2011,2312,Walnut Grove/Fort Langley,22,18,17,22,9,10,10,18,11,16,13,22,188
2011,2313,Willoughby,6,6,10,5,7,9,6,11,8,7,6,12,93
2011,2314,Brookswood/Murrayville,22,16,20,15,22,21,10,15,12,13,22,21,209
2011,2315,Aldergrove/Otter,10,7,13,6,6,9,14,6,11,7,12,9,110
2011,2316,North Langley Township,9,6,3,8,6,8,7,7,4,7,7,7,79
2011,2317,South Langley Township,4,4,8,7,7,4,6,7,2,6,3,3,61
2011,2321,North Delta,19,20,20,28,21,27,19,11,18,19,20,21,243
2011,2322,Ladner,19,14,25,21,18,21,22,23,16,15,18,26,238
2011,2323,Tsawwassen,21,31,15,17,17,21,21,9,13,20,20,18,223
2011,2331,Whalley,22,14,22,20,20,15,17,12,13,19,23,25,222
2011,2332,North Surrey,27,23,23,24,32,34,21,26,34,23,28,33,328
2011,2333,Cloverdale,15,21,29,19,25,17,24,25,15,19,24,24,257
2011,2334,Panorama,12,6,10,15,7,11,15,13,10,4,10,8,121
2011,2335,East Newton,31,18,20,16,18,25,27,18,24,29,23,18,267
2011,2336,Fleetwood,21,20,21,18,28,18,24,24,21,23,30,22,270
2011,2337,Guildford,23,16,19,11,17,21,23,22,16,17,16,22,223
2011,2338,West Newton,19,16,13,16,11,8,9,10,14,12,12,14,154
2011,2341,South Surrey,75,60,41,56,50,43,33,51,53,56,61,72,651
2011,2342,White Rock,25,27,29,23,29,15,18,22,21,26,29,27,291
2011,3111,Richmond City Centre,22,21,33,27,25,25,21,27,21,21,18,27,288
2011,3112,Blundell,6,10,14,10,7,7,6,5,5,8,3,12,93
2011,3113,Broadmoor,6,7,7,13,10,10,8,14,9,7,16,12,119
2011,3114,Thompson/Seafair,9,7,11,16,9,11,7,12,10,10,12,8,122
2011,3115,Steveston,12,9,8,11,15,11,9,10,10,14,14,16,139
2011,3116,East and West Cambie/Bridgeport,7,11,7,9,2,7,7,3,4,9,5,5,76
2011,3117,Gilmore/Shellmont/East/Hamilton,7,10,14,4,4,10,9,2,9,1,5,11,86
2011,3211,Downtown Vancouver,7,18,14,5,12,13,16,7,13,11,11,10,137
2011,3212,West End,23,21,20,24,33,30,19,19,34,17,15,24,279
2011,3213,Fairview,24,18,25,17,15,19,20,16,14,25,19,26,238
2011,3221,Downtown Eastside,22,22,22,22,24,30,22,29,18,27,35,23,296
2011,3222,Northeast False Creek,2,2,2,0,4,4,4,2,7,3,1,0,31
2011,3223,Grandview-Woodland,19,17,18,14,11,17,11,8,13,12,15,13,168
2011,3231,Cedar Cottage,17,6,13,9,11,11,8,5,7,13,11,6,117
2011,3232,Hastings-Sunrise,15,18,19,12,14,19,19,29,11,24,17,32,229
2011,3233,Renfrew-Collingwood,27,11,15,15,23,19,12,20,16,20,13,30,221
2011,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,26,25,21,27,22,22,19,22,35,29,29,27,304
2011,3242,West Point Grey/Dunbar-Southlands,17,13,14,14,11,12,19,11,9,13,4,20,157
2011,3243,University of British Columbia,5,4,2,3,3,3,2,2,2,3,4,8,41
2011,3244,Kitsilano,21,17,11,14,12,14,17,16,6,16,13,13,170
2011,3251,Kensington,9,9,17,13,11,8,6,9,11,19,7,13,132
2011,3252,Mount Pleasant,7,12,4,7,7,8,11,10,11,6,14,11,108
2011,3253,South Cambie/Riley Park,16,12,17,18,11,17,13,11,7,16,20,18,176
2011,3261,Killarney,17,9,14,18,7,9,15,12,24,15,11,10,161
2011,3262,Oakridge/Marpole,28,18,24,25,30,16,16,20,15,20,21,31,264
2011,3263,Sunset,11,13,22,12,15,13,14,12,13,6,17,20,168
2011,3264,Victoria-Fraserview,20,27,18,15,19,12,22,20,16,15,25,16,225
2011,3311,North Vancouver City - East,6,18,12,13,10,11,8,9,7,8,14,18,134
2011,3312,North Vancouver City - West,11,22,15,15,18,15,19,15,12,13,17,20,192
2011,3313,North Vancouver DM - Central,16,20,24,12,17,17,15,11,14,15,12,18,191
2011,3314,North Vancouver DM - East,10,10,12,20,7,12,17,11,13,16,14,13,155
2011,3315,North Vancouver DM - West,12,10,21,9,8,9,10,6,6,14,15,9,129
2011,3321,West Vancouver - Lower,24,25,15,20,11,25,29,24,25,25,31,29,283
2011,3322,West Vancouver - Upper,11,16,12,13,13,11,14,9,10,11,11,8,139
2011,3323,Bowen Island/Lions Bay,2,1,4,1,0,1,2,0,2,4,2,2,21
2011,3331,Gibsons,7,5,8,8,5,8,5,4,5,8,4,5,72
2011,3332,Sechelt,10,3,18,12,9,11,14,8,6,9,9,10,119
2011,3333,Sunshine Coast Rural,10,5,12,10,6,5,4,13,7,5,10,4,91
2011,3341,Powell River City,22,15,22,16,11,16,15,12,9,19,10,8,175
2011,3342,qathet Rural,2,1,3,0,1,0,0,1,3,1,4,4,20
2011,3351,Squamish,5,7,13,4,9,9,7,4,5,5,9,8,85
2011,3352,Whistler,3,0,0,2,1,2,1,0,2,2,1,1,15
2011,3353,Howe Sound Rural,2,2,2,2,1,2,1,1,2,3,3,5,26
2011,3360,Bella Coola Valley,3,2,0,2,0,1,1,0,2,2,0,2,15
2011,3370,Central Coast,0,2,0,0,2,0,0,1,3,2,0,0,10
2011,4111,Downtown Victoria/Vic West,29,36,25,31,34,30,25,21,25,26,30,24,336
2011,4112,James Bay/Fairfield,38,41,47,42,49,43,27,35,30,34,46,38,470
2011,4113,Oaklands/Fernwood,24,24,28,29,17,19,17,21,24,30,31,25,289
2011,4114,Oak Bay,32,14,21,14,28,13,15,24,17,26,23,24,251
2011,4115,Gordon Head/Shelbourne,25,29,19,27,25,19,21,25,19,16,25,17,267
2011,4116,Quadra/Swan Lake,11,12,19,17,15,7,11,10,9,14,8,17,150
2011,4117,Interurban/Tillicum,17,12,17,10,11,13,15,10,21,18,14,9,167
2011,4118,View Royal,3,3,5,4,0,5,1,1,2,3,6,4,37
2011,4119,Esquimalt,14,16,11,13,15,7,10,15,11,11,15,15,153
2011,4121,Colwood,11,8,11,8,10,16,8,11,5,8,12,11,119
2011,4122,Metchosin,4,1,0,5,1,2,2,4,6,2,0,2,29
2011,4123,Langford/Highlands,12,9,15,14,13,11,18,10,11,20,14,11,158
2011,4124,Sooke,6,4,8,4,6,2,6,4,10,6,7,4,67
2011,4125,Juan de Fuca Coast,2,3,2,0,1,1,0,2,1,3,2,0,17
2011,4131,Royal Oak/Cordova Bay/Prospect,17,18,17,19,17,19,17,13,14,24,14,22,211
2011,4132,Central Saanich,25,17,16,17,15,12,13,20,17,6,17,20,195
2011,4133,North Saanich,3,7,3,8,8,9,6,8,4,11,5,6,78
2011,4134,Sidney,14,17,16,18,19,6,9,21,11,16,31,22,200
2011,4141,Salt Spring Island,9,8,6,8,11,9,8,5,9,10,8,12,103
2011,4142,Pender/Galiano/Saturna/Mayne,1,4,3,3,3,2,3,4,3,2,6,3,37
2011,4211,South Cowichan,14,8,5,13,9,11,7,3,12,7,10,8,107
2011,4212,Central Cowichan,24,31,35,38,36,32,19,24,32,33,34,28,366
2011,4220,Cowichan Valley West,7,3,3,7,6,3,0,5,3,3,6,2,48
2011,4231,Ladysmith,6,7,12,8,9,6,5,6,8,6,11,11,95
2011,4232,Ladysmith Rural,2,2,1,3,0,1,2,4,4,1,2,1,23
2011,4233,Chemainus,7,12,12,5,7,8,10,10,9,5,8,8,101
2011,4234,Penelakut and Thetis Islands,0,0,0,0,0,0,1,0,0,1,0,0,2
2011,4241,Downtown Nanaimo,28,19,18,19,30,25,22,34,29,31,23,31,309
2011,4242,Departure Bay,18,13,16,18,7,6,17,14,16,15,15,8,163
2011,4243,Nanaimo North/Lantzville,18,25,21,22,16,25,15,21,24,20,23,27,257
2011,4244,Nanaimo South,13,10,14,7,10,10,6,13,5,15,12,12,127
2011,4245,Nanaimo West/Rural,3,2,5,5,2,4,4,3,5,3,5,0,41
2011,4246,Cedar/Wellington,5,2,3,2,3,3,5,4,2,1,5,5,40
2011,4247,Gabriola Island,3,2,2,1,3,1,3,3,1,1,2,3,25
2011,4251,Parksville,19,17,20,15,28,21,15,21,22,21,22,19,240
2011,4252,Qualicum Beach,18,14,14,13,15,8,12,6,11,7,15,12,145
2011,4253,Oceanside Rural,21,15,13,15,10,11,13,10,9,19,12,9,157
2011,4261,Port Alberni,23,19,23,30,19,24,21,19,17,30,24,34,283
2011,4262,Alberni Valley/Bamfield,3,5,6,3,0,1,2,0,1,7,0,5,33
2011,4263,West Coast,1,2,4,2,1,2,1,0,3,2,5,3,26
2011,4311,Comox,12,19,10,21,13,11,6,9,14,26,19,12,172
2011,4312,Comox Valley Rural,8,10,16,8,7,10,13,11,15,12,12,13,135
2011,4313,Courtenay,23,10,24,20,30,16,18,31,23,26,26,24,271
2011,4321,Campbell River,24,21,30,30,23,20,19,24,26,25,24,27,293
2011,4322,Campbell River Rural,5,1,5,4,3,4,4,2,2,6,3,4,43
2011,4330,Vancouver Island West,3,0,0,0,2,0,0,0,0,0,0,1,6
2011,4341,Port Hardy/Port Alice,5,5,4,6,6,4,2,9,5,2,4,6,58
2011,4342,Port McNeill/Sointula,0,0,0,3,1,0,0,0,0,1,2,0,7
2011,4343,Vancouver Island North Remote,2,2,1,1,4,1,1,3,2,2,1,0,20
2011,5101,Haida Gwaii South,2,0,2,2,1,0,1,1,1,1,1,0,12
2011,5102,Haida Gwaii North,3,4,6,3,2,2,2,1,1,0,4,0,28
2011,5110,Snow Country,0,1,0,0,1,1,1,0,2,0,0,0,6
2011,5121,Prince Rupert City Centre,5,12,12,12,3,7,9,1,2,5,2,10,80
2011,5122,Prince Rupert Rural,0,1,1,2,0,0,0,1,0,1,1,2,9
2011,5130,Upper Skeena,1,0,1,4,3,1,3,6,2,2,2,4,29
2011,5141,Smithers Town Centre,9,2,6,6,7,7,5,8,5,10,3,5,73
2011,5142,Smithers Rural,1,4,1,1,1,4,4,2,0,2,3,4,27
2011,5143,Houston,1,2,2,0,3,4,0,1,3,3,1,4,24
2011,5150,Kitimat,8,5,3,10,9,9,13,5,8,4,3,6,83
2011,5160,Stikine,0,0,0,0,0,0,0,0,1,2,1,0,4
2011,5171,Terrace City Centre,6,5,11,5,8,7,9,9,8,7,9,9,93
2011,5172,Terrace Rural,5,6,3,2,5,4,4,2,2,5,9,3,50
2011,5180,Nisga'a,2,0,0,1,2,2,0,2,0,1,1,1,12
2011,5190,Telegraph Creek,0,1,0,0,0,1,1,0,0,0,1,0,4
2011,5211,Quesnel City Centre,8,10,8,14,9,5,13,10,10,7,7,16,117
2011,5212,Quesnel Rural,10,3,8,9,12,7,4,4,7,5,11,10,90
2011,5221,Burns Lake Town Centre,1,2,4,3,3,6,4,2,2,2,6,4,39
2011,5222,Burns Lake South,1,0,0,0,1,0,0,0,0,0,0,0,2
2011,5223,Burns Lake North,1,1,0,0,2,1,0,2,0,1,0,2,10
2011,5231,Vanderhoof,3,4,5,4,3,4,5,3,6,5,5,2,49
2011,5232,Vanderhoof Rural,0,1,0,1,0,0,1,1,0,1,0,0,5
2011,5233,Fort St. James North,6,6,4,1,1,1,2,1,2,6,2,2,34
2011,5234,Fraser Lake,2,2,0,1,2,0,2,4,4,3,0,1,21
2011,5241,Prince George City - North,7,5,10,4,7,7,4,7,7,6,6,8,78
2011,5242,Prince George City - Central,26,29,33,30,21,25,33,22,24,28,33,32,336
2011,5243,Prince George City - Southwest,7,4,5,2,7,3,3,2,2,5,6,4,50
2011,5244,Prince George Southwest Rural,2,4,4,5,2,2,4,5,0,6,2,2,38
2011,5245,Prince George North Fraser Rural,2,1,0,3,2,3,2,2,3,1,1,1,21
2011,5246,McBride/Valemount,3,3,5,2,1,1,1,3,2,2,1,4,28
2011,5247,Mackenzie,3,0,1,1,1,3,2,2,1,2,2,3,21
2011,5311,Dawson Creek,17,8,14,8,8,8,10,10,10,12,12,12,129
2011,5312,Chetwynd,4,3,2,1,2,5,5,1,1,3,3,1,31
2011,5313,Tumbler Ridge,2,0,1,1,0,0,1,0,0,1,0,1,7
2011,5314,Peace River South Rural,3,4,6,4,5,5,2,4,2,2,6,3,46
2011,5321,Fort St John,9,9,8,9,11,7,9,7,10,8,14,5,106
2011,5322,Hudson's Hope,0,1,1,2,1,0,1,0,1,1,0,0,8
2011,5323,Peace River North Rural,7,1,3,1,7,2,5,2,1,0,0,4,33
2011,5331,Fort Nelson Population Centre,3,1,3,1,3,1,2,0,2,2,3,1,22
2011,5332,Northern Boreal,0,0,0,0,0,1,0,0,0,0,0,0,1
2011,UNKN,Unknown CHSA,24,25,16,17,19,27,24,31,19,22,20,15,259
2012,1110,Fernie,7,13,3,9,6,5,6,5,7,7,8,9,85
2012,1120,Cranbrook,25,9,28,14,20,16,15,15,21,21,19,18,221
2012,1130,Kimberley,8,2,7,11,5,9,6,7,4,7,5,6,77
2012,1140,Windermere,10,5,4,8,2,5,4,2,11,2,2,8,63
2012,1150,Creston,20,14,16,15,13,7,3,12,10,15,10,19,154
2012,1160,Golden,4,3,2,3,2,5,2,1,4,6,3,3,38
2012,1210,Kootenay Lake,2,2,2,8,4,4,9,3,2,4,2,6,48
2012,1220,Nelson,17,14,16,17,18,23,8,20,23,17,17,13,203
2012,1230,Castlegar,8,5,7,10,7,16,12,10,11,15,9,9,119
2012,1240,Arrow Lakes,4,4,1,3,4,4,5,3,0,4,4,4,40
2012,1250,Trail,14,15,31,17,15,13,18,14,12,14,15,10,188
2012,1260,Grand Forks,8,15,8,7,7,8,14,8,6,15,9,8,113
2012,1270,Kettle Valley,1,4,3,4,3,0,3,0,2,1,3,1,25
2012,1310,Southern Okanagan,30,21,21,21,28,17,25,16,16,21,22,22,260
2012,1320,Penticton,41,49,40,58,58,29,43,42,43,40,40,56,539
2012,1330,Keremeos,6,5,5,8,4,4,5,4,8,8,9,8,74
2012,1340,Princeton,5,2,7,6,4,4,6,15,6,6,4,4,69
2012,1350,Armstrong/Spallumcheen,5,9,6,4,14,3,7,8,4,6,8,11,85
2012,1361,Vernon Centre/Coldstream,60,37,59,58,53,42,53,45,51,60,47,53,618
2012,1362,North Okanagan/Lumby,6,5,10,12,7,9,6,12,8,8,10,12,105
2012,1371,Central Okanagan Rural,0,4,4,5,4,3,6,3,5,7,1,8,50
2012,1372,West Kelowna,27,31,27,27,27,31,19,27,16,34,33,34,333
2012,1373,Lake Country,8,5,3,12,7,8,4,4,10,3,5,3,72
2012,1374,Glenmore,20,19,19,22,19,12,15,18,11,12,23,17,207
2012,1375,Downtown Kelowna,53,53,59,40,52,39,40,54,48,61,32,45,576
2012,1376,Rutland,31,19,18,25,23,25,17,19,25,23,12,20,257
2012,1377,Okanagan Mission,12,13,10,9,13,6,9,6,7,5,10,15,115
2012,1380,Summerland,11,17,11,18,12,11,12,14,16,7,11,20,160
2012,1390,Enderby,4,8,9,5,7,6,7,4,6,5,9,3,73
2012,1410,Revelstoke,4,5,8,2,3,2,4,2,2,5,10,5,52
2012,1420,Salmon Arm,31,27,36,26,26,33,30,22,26,32,23,26,338
2012,1431,Kamloops Centre North,30,31,42,36,41,39,43,29,36,38,44,38,447
2012,1432,Kamloops Centre South,31,30,22,20,28,29,18,38,18,31,23,24,312
2012,1433,Lower Thompson,11,10,9,12,14,15,15,12,11,9,11,11,140
2012,1440,100 Mile House,13,7,15,15,8,11,14,16,17,18,11,14,159
2012,1450,North Thompson,1,3,3,6,5,3,2,3,2,0,7,5,40
2012,1461,West Cariboo,0,2,4,2,8,1,2,2,0,0,1,1,23
2012,1462,Williams Lake/East Cariboo,22,13,12,14,16,19,12,17,17,14,20,14,190
2012,1470,Lillooet,4,4,2,1,4,0,0,1,3,3,3,4,29
2012,1480,South Cariboo,6,6,8,5,8,6,7,7,5,4,4,14,80
2012,1490,Merritt,12,10,9,16,5,8,14,12,9,11,7,10,123
2012,2110,Hope,9,8,5,7,4,5,11,7,7,10,6,14,93
2012,2121,South Chilliwack,23,27,19,21,25,28,21,18,18,24,16,29,269
2012,2122,North Chilliwack,44,55,32,19,46,40,30,34,38,41,37,38,454
2012,2131,Central Abbotsford,27,30,23,29,24,32,35,30,23,31,30,18,332
2012,2132,East Abbotsford,12,9,9,13,8,8,17,9,8,11,8,20,132
2012,2133,West Abbotsford,39,28,32,35,32,31,37,40,33,33,29,35,404
2012,2134,Abbotsford Rural,12,12,11,5,13,12,9,14,4,10,6,13,121
2012,2141,South Mission,19,17,23,14,11,16,16,18,11,19,15,20,199
2012,2142,North Mission,4,7,6,13,3,7,6,7,4,4,6,5,72
2012,2150,Agassiz/Harrison,8,10,6,9,8,9,3,9,8,7,6,11,94
2012,2210,New Westminster,52,37,33,29,41,31,33,30,44,36,37,42,445
2012,2221,Burnaby Northwest,26,25,23,21,20,17,20,17,18,21,26,17,251
2012,2222,Burnaby Northeast,18,15,10,12,14,19,17,11,17,11,20,24,188
2012,2223,Burnaby Southwest,43,44,35,37,42,37,29,35,33,39,50,51,475
2012,2224,Burnaby Southeast,32,29,48,25,28,28,42,29,37,30,43,33,404
2012,2231,Haney,22,20,25,30,26,19,19,17,20,21,19,24,262
2012,2232,Pitt Meadows,3,3,10,8,7,2,5,4,6,10,8,10,76
2012,2233,Maple Ridge Rural,17,24,14,21,23,14,23,14,16,18,16,24,224
2012,2241,North Coquitlam,7,4,3,9,3,4,8,5,6,6,7,5,67
2012,2242,Southwest Coquitlam,47,31,35,35,35,33,38,31,38,42,28,46,439
2012,2243,Southeast Coquitlam,10,4,21,8,15,12,11,12,9,21,13,19,155
2012,2244,Port Coquitlam,28,19,35,19,13,30,17,15,20,29,16,20,261
2012,2245,Port Moody/Anmore/Belcarra,11,8,11,13,15,14,12,6,8,7,19,15,139
2012,2311,City of Langley,17,25,20,29,30,20,18,25,18,19,26,23,270
2012,2312,Walnut Grove/Fort Langley,15,15,25,17,19,18,15,13,13,21,18,11,200
2012,2313,Willoughby,8,9,8,10,9,4,7,4,5,14,9,8,95
2012,2314,Brookswood/Murrayville,20,11,9,19,19,11,16,13,11,15,13,13,170
2012,2315,Aldergrove/Otter,4,3,9,6,7,10,9,7,11,4,10,6,86
2012,2316,North Langley Township,8,5,6,7,3,3,5,7,7,5,5,9,70
2012,2317,South Langley Township,6,4,4,6,3,6,8,4,2,4,10,5,62
2012,2321,North Delta,30,25,21,18,17,16,16,24,13,24,26,25,255
2012,2322,Ladner,21,19,25,16,18,13,14,13,22,20,26,27,234
2012,2323,Tsawwassen,22,21,15,20,19,19,11,23,16,19,15,23,223
2012,2331,Whalley,20,16,15,21,22,19,15,23,18,19,20,24,232
2012,2332,North Surrey,26,25,28,34,29,23,28,27,31,27,26,23,327
2012,2333,Cloverdale,25,20,20,20,26,22,18,20,15,26,19,29,260
2012,2334,Panorama,13,15,10,10,11,9,22,15,17,11,20,10,163
2012,2335,East Newton,33,19,31,20,25,24,17,17,18,23,21,25,273
2012,2336,Fleetwood,22,22,23,31,27,19,32,27,25,30,26,35,319
2012,2337,Guildford,26,28,25,18,22,22,23,22,16,22,28,23,275
2012,2338,West Newton,13,12,7,16,12,14,9,14,11,14,12,11,145
2012,2341,South Surrey,57,48,55,54,55,50,47,51,42,63,52,56,630
2012,2342,White Rock,31,29,29,16,22,22,24,22,21,24,22,25,287
2012,3111,Richmond City Centre,34,27,28,16,27,24,20,16,17,21,32,27,289
2012,3112,Blundell,6,10,8,6,10,10,4,7,12,10,9,9,101
2012,3113,Broadmoor,10,11,9,9,10,12,6,12,10,15,11,8,123
2012,3114,Thompson/Seafair,6,10,11,14,9,6,10,10,8,14,14,9,121
2012,3115,Steveston,13,13,9,12,13,8,8,10,13,9,13,12,133
2012,3116,East and West Cambie/Bridgeport,4,8,5,8,9,4,6,10,6,6,4,7,77
2012,3117,Gilmore/Shellmont/East/Hamilton,6,11,7,6,10,8,7,12,7,6,7,8,95
2012,3211,Downtown Vancouver,16,7,10,10,15,9,9,17,6,7,10,8,124
2012,3212,West End,24,20,22,27,22,22,19,23,17,21,22,29,268
2012,3213,Fairview,18,25,26,18,25,16,20,19,15,23,21,21,247
2012,3221,Downtown Eastside,39,24,33,23,30,23,34,22,31,26,28,23,336
2012,3222,Northeast False Creek,5,2,4,2,3,2,2,3,1,1,1,2,28
2012,3223,Grandview-Woodland,26,20,13,6,12,17,6,9,15,11,12,14,161
