year,chsa_code,chsa_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total
2023,1240,Arrow Lakes,6,5,3,6,8,8,3,7,8,1,4,6,65
2023,1250,Trail,21,27,24,18,22,20,12,25,26,17,19,25,256
2023,1260,Grand Forks,15,13,18,11,16,11,7,16,8,18,14,15,162
2023,1270,Kettle Valley,2,1,8,8,4,6,3,5,6,6,4,6,59
2023,1310,Southern Okanagan,32,37,27,24,25,28,28,26,24,22,37,28,338
2023,1320,Penticton,66,49,58,63,61,50,56,53,48,52,49,66,671
2023,1330,Keremeos,12,8,7,7,11,7,6,8,7,8,9,11,101
2023,1340,Princeton,6,9,9,7,6,4,2,14,3,7,5,10,82
2023,1350,Armstrong/Spallumcheen,10,14,9,8,7,13,15,12,12,9,10,17,136
2023,1361,Vernon Centre/Coldstream,78,57,77,59,67,57,63,62,57,64,71,75,787
2023,1362,North Okanagan/Lumby,15,16,11,12,12,10,10,10,11,15,16,11,149
2023,1371,Central Okanagan Rural West,9,10,5,4,4,6,4,4,3,7,4,5,65
2023,1372,West Kelowna,41,57,42,33,34,38,37,38,34,44,40,46,484
2023,1373,Lake Country,5,12,14,11,5,7,10,10,9,14,11,7,115
2023,1374,Glenmore,30,18,32,21,24,22,29,29,27,36,29,35,332
2023,1375,Downtown Kelowna,60,39,67,63,66,50,52,57,58,57,64,52,685
2023,1376,Rutland,34,26,29,44,20,24,27,30,23,32,28,34,351
2023,1377,Okanagan Mission,19,9,23,20,6,19,13,17,8,14,14,16,178
2023,1378,Central Okanagan Rural East,0,0,0,1,0,0,1,1,2,1,0,0,6
2023,1380,Summerland,10,13,17,18,13,12,13,10,5,13,16,10,150
2023,1390,Enderby,10,14,9,5,7,14,7,6,9,10,10,10,111
2023,1410,Revelstoke,10,3,7,2,6,3,8,4,7,7,2,8,67
2023,1420,Salmon Arm,41,48,48,43,52,39,41,40,49,46,37,40,524
2023,1431,Kamloops Centre North,63,48,54,45,58,63,63,51,65,45,54,57,666
2023,1432,Kamloops Centre South,48,48,31,42,52,33,36,41,40,54,23,50,498
2023,1433,Lower Thompson,23,21,18,20,21,18,15,14,12,25,29,18,234
2023,1440,100 Mile House,10,16,16,8,17,22,15,12,18,19,17,20,190
2023,1450,North Thompson,10,4,1,3,3,4,9,3,7,6,8,6,64
2023,1461,West Cariboo,4,1,8,3,2,3,5,1,2,3,1,1,34
2023,1462,Williams Lake/East Cariboo,31,20,14,15,16,18,19,17,19,22,22,20,233
2023,1470,Lillooet,3,6,4,1,4,6,2,5,3,0,4,8,46
2023,1480,South Cariboo,12,6,9,10,9,11,6,10,4,6,8,7,98
2023,1490,Merritt,16,15,21,8,11,14,13,13,17,14,6,13,161
2023,2110,Hope,18,11,15,13,6,16,11,13,11,9,9,16,148
2023,2121,South Chilliwack,42,41,34,38,46,34,34,44,34,56,46,31,480
2023,2122,North Chilliwack,56,46,52,41,52,45,38,52,44,53,52,43,574
2023,2131,Central Abbotsford,26,31,40,43,31,30,27,31,35,30,29,51,404
2023,2132,East Abbotsford,13,13,9,20,19,18,16,14,18,13,16,16,185
2023,2133,West Abbotsford,40,45,48,56,52,59,56,39,49,42,51,36,573
2023,2134,Abbotsford Rural,21,13,11,12,15,16,19,16,18,20,22,10,193
2023,2141,South Mission,25,33,24,23,21,20,25,23,19,31,37,25,306
2023,2142,North Mission,11,7,11,14,5,12,5,8,6,12,14,15,120
2023,2150,Agassiz/Harrison,17,9,13,13,10,8,10,10,14,6,22,10,142
2023,2211,New Westminster - East,23,23,18,21,20,18,21,15,18,21,21,22,241
2023,2212,New Westminster - Central,17,14,18,16,12,18,13,18,14,13,14,17,184
2023,2213,New Westminster - Downtown,5,6,11,6,8,4,11,5,13,7,5,10,91
2023,2214,New Westminster - West/Queensborou,5,3,9,11,6,2,3,6,10,11,7,7,80
2023,2221,Burnaby Heights/Capital Hill,17,12,15,23,18,21,18,16,11,16,17,20,204
2023,2222,Brentwood/Willingdon/Parkcrest,12,9,7,9,17,13,8,10,12,12,12,7,128
2023,2223,Westridge/Sperling/Gov't Road,14,12,18,11,13,8,8,6,13,16,11,10,140
2023,2224,Burnaby Mountain/Lougheed,6,6,13,6,5,11,6,7,7,5,13,14,99
2023,2225,Garden Village/Cascade/Douglas/Gilpin,27,17,21,27,15,21,17,24,24,23,18,24,258
2023,2226,Metrotown/Marlborough/Windsor,25,12,21,17,12,11,22,16,14,22,10,17,199
2023,2227,South Slope/Big Bend,20,13,14,14,8,15,12,11,16,12,13,16,164
2023,2228,Buckingham/Lakeview/Cariboo/Second S,22,14,21,21,13,15,13,21,14,11,25,15,205
2023,2229,Kingsway/Edmonds,26,14,19,22,17,24,17,18,17,20,22,28,244
2023,2231,Haney,34,35,34,42,35,32,35,24,30,45,29,36,411
2023,2232,Pitt Meadows,11,6,5,17,12,11,9,8,10,14,7,13,123
2023,2233,Maple Ridge Rural,33,27,18,20,21,30,32,29,21,23,37,23,314
2023,2241,North Coquitlam,13,16,12,12,21,18,7,10,14,13,19,19,174
2023,2242,Southwest Coquitlam,47,43,44,41,37,33,30,39,44,45,54,44,501
2023,2243,Southeast Coquitlam,12,17,24,9,19,23,16,12,12,21,12,15,192
2023,2244,Port Coquitlam,27,37,33,35,37,31,34,41,34,28,42,30,409
2023,2245,Port Moody South,9,3,13,11,6,8,6,7,9,8,6,10,96
2023,2246,Port Moody North/Anmore/Belcarra,15,9,12,8,12,10,10,7,6,10,11,8,118
2023,2311,City of Langley,26,19,25,32,32,24,14,26,18,29,24,31,300
2023,2312,Walnut Grove/Fort Langley,28,18,26,14,22,16,15,24,15,17,23,17,235
2023,2313,Willoughby,13,10,16,19,15,22,14,15,23,13,25,9,194
2023,2314,Brookswood/Murrayville,25,25,23,32,28,20,26,20,19,24,25,26,293
2023,2315,Aldergrove/Otter,12,7,6,12,4,7,13,8,6,6,10,12,103
2023,2316,North Langley Township,6,7,14,14,5,10,8,16,12,11,7,17,127
2023,2317,South Langley Township,8,8,13,10,4,10,4,1,3,5,9,8,83
2023,2321,North Delta,23,32,27,33,28,31,21,22,24,24,27,37,329
2023,2322,Ladner,29,21,27,19,18,22,25,23,19,19,28,24,274
2023,2323,Tsawwassen,20,26,24,26,26,17,23,18,20,27,17,20,264
2023,2331,Whalley,49,41,49,42,37,43,37,44,34,48,33,54,511
2023,2332,North Surrey,21,18,26,18,27,17,21,18,12,25,20,27,250
2023,2333,Cloverdale,36,36,44,34,35,37,34,32,28,36,37,30,419
2023,2334,Panorama,21,20,17,34,23,19,23,13,15,18,27,22,252
2023,2335,East Newton,38,29,32,22,32,36,35,30,24,30,31,49,388
2023,2336,Fleetwood,43,32,42,42,35,41,39,27,23,42,34,35,435
2023,2337,Guildford,38,30,42,25,32,22,20,28,23,38,35,38,371
2023,2338,West Newton,21,13,15,12,17,21,11,22,17,8,21,17,195
2023,2341,South Surrey West,42,47,62,55,49,51,59,46,46,64,49,62,632
2023,2342,White Rock,27,16,25,25,30,26,27,25,38,33,35,37,344
2023,2343,South Surrey East,20,24,25,15,22,21,24,13,17,22,13,22,238
2023,3111,Richmond City Centre,37,27,40,30,27,31,31,29,26,29,28,37,372
2023,3112,Blundell,12,10,10,8,9,8,7,7,11,11,16,13,122
2023,3113,Broadmoor,12,15,14,16,13,19,11,8,10,15,9,14,156
2023,3114,Thompson/Seafair,18,11,15,13,6,20,13,15,12,16,15,18,172
2023,3115,Steveston,7,13,17,18,8,13,7,14,12,21,14,10,154
2023,3116,East and West Cambie/Bridgeport,9,11,13,13,8,16,9,5,12,11,11,10,128
2023,3117,Gilmore/Shellmont/East/Hamilton,8,6,16,13,10,13,17,5,14,17,12,15,146
2023,3211,Downtown Vancouver,23,24,29,17,21,15,21,23,17,22,20,20,252
2023,3212,West End,30,28,14,31,35,22,30,24,25,27,33,29,328
2023,3213,Fairview,19,26,22,25,19,19,25,22,22,20,28,28,275
2023,3221,Downtown Eastside,61,45,51,65,45,43,50,42,42,53,49,67,613
2023,3222,Northeast False Creek,8,6,6,9,4,7,4,3,9,3,4,6,69
2023,3223,Grandview-Woodland,15,9,17,13,27,18,9,19,17,23,17,20,204
2023,3231,Cedar Cottage,7,11,15,13,9,6,12,13,3,8,15,9,121
2023,3232,Hastings-Sunrise,19,22,16,24,25,23,11,28,20,21,28,20,257
2023,3233,Renfrew-Collingwood,41,22,23,23,24,26,28,25,28,31,18,25,314
2023,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,21,29,23,32,23,30,19,31,26,34,37,24,329
2023,3242,West Point Grey/Dunbar-Southlands,17,18,16,9,16,15,21,19,18,14,16,12,191
2023,3243,University of British Columbia,7,8,12,8,6,6,11,5,7,4,10,6,90
2023,3244,Kitsilano,28,18,17,25,26,14,16,17,10,25,24,20,240
2023,3251,Kensington,15,8,14,12,17,13,9,13,13,19,15,16,164
2023,3252,Mount Pleasant,12,23,22,15,10,13,18,13,11,16,16,14,183
2023,3253,South Cambie/Riley Park,17,15,17,34,26,19,20,14,15,25,23,21,246
2023,3261,Killarney,25,20,13,25,20,15,19,22,13,24,18,17,231
2023,3262,Oakridge/Marpole,22,25,28,27,25,23,19,26,27,28,29,31,310
2023,3263,Sunset,23,14,12,18,17,18,10,18,17,10,14,16,187
2023,3264,Victoria-Fraserview,25,20,19,27,28,19,18,22,19,28,23,28,276
2023,3311,North Vancouver City - East,15,10,16,15,13,5,15,12,15,8,9,15,148
2023,3312,North Vancouver City - West,21,29,20,24,19,17,21,17,15,18,25,26,252
2023,3313,North Vancouver DM - Central,25,17,20,20,15,22,25,23,12,17,22,20,238
2023,3314,North Vancouver DM - East,22,15,12,16,11,27,10,17,17,24,23,15,209
2023,3315,North Vancouver DM - West,17,13,16,15,22,13,21,12,12,7,14,14,176
2023,3321,West Vancouver - Lower,40,32,24,37,25,22,23,22,31,26,25,20,327
2023,3322,West Vancouver - Upper,14,14,17,13,17,21,11,8,6,9,13,12,155
2023,3323,Bowen Island/Lions Bay,1,2,7,2,1,1,0,1,0,2,5,5,27
2023,3331,Gibsons,12,8,8,10,11,3,6,7,4,9,9,8,95
2023,3332,Sechelt,19,13,14,10,15,13,16,10,16,16,18,19,179
2023,3333,Sunshine Coast Rural,16,10,12,11,10,15,6,4,11,16,11,16,138
2023,3341,Powell River City,20,18,16,19,15,16,14,25,14,19,25,31,232
2023,3342,qathet Rural,7,9,7,6,3,2,12,5,7,8,11,6,83
2023,3351,Squamish,7,7,16,3,16,11,7,9,18,15,13,6,128
2023,3352,Whistler,2,0,4,3,1,3,2,1,1,1,6,2,26
2023,3353,Pemberton,2,3,2,0,2,1,5,1,6,2,6,6,36
2023,3360,Bella Coola Valley,0,3,2,4,2,3,0,6,2,1,6,2,31
2023,3370,Central Coast,1,0,3,3,0,1,2,2,2,0,2,3,19
2023,4111,Downtown Victoria/Vic West,46,41,50,38,34,45,43,39,43,51,43,51,524
2023,4112,James Bay/Fairfield,53,47,46,60,40,47,37,43,37,41,48,49,548
2023,4113,Oaklands/Fernwood,30,24,27,21,21,20,20,24,21,22,23,29,282
2023,4114,Oak Bay,8,15,14,21,8,6,9,13,17,20,17,22,170
2023,4115,Gordon Head/Shelbourne,31,26,22,24,28,29,28,23,28,29,25,25,318
2023,4116,Quadra/Swan Lake,20,18,12,19,20,14,16,15,9,18,15,10,186
2023,4117,Interurban/Tillicum,29,18,36,20,23,37,30,22,18,14,26,21,294
2023,4118,View Royal,8,2,4,7,2,5,6,7,4,8,7,6,66
2023,4119,Esquimalt,13,16,13,7,12,17,15,13,13,19,10,27,175
2023,4121,Colwood,9,17,21,12,19,16,11,12,13,9,17,13,169
2023,4122,Metchosin,4,5,5,3,2,3,2,3,10,2,3,4,46
2023,4123,Langford North/Highlands,6,5,4,9,7,3,5,3,4,8,4,5,63
2023,4124,Sooke,24,14,10,7,9,15,4,10,9,9,10,6,127
2023,4125,Juan de Fuca Coast,0,3,4,0,2,1,1,4,1,2,0,2,20
2023,4126,Langford South,16,10,24,11,15,10,13,16,11,25,15,16,182
2023,4131,Royal Oak/Cordova Bay/Prospect,30,28,25,22,16,24,28,10,27,36,28,33,307
2023,4132,Central Saanich,25,15,14,21,23,18,10,21,20,23,21,26,237
2023,4133,North Saanich,8,14,9,10,10,3,8,10,12,15,14,12,125
2023,4134,Sidney,20,22,27,18,23,22,18,28,23,29,20,27,277
2023,4141,Salt Spring Island,12,11,5,12,10,14,13,10,10,12,11,9,129
2023,4142,Pender/Galiano/Saturna/Mayne,5,5,6,5,5,7,6,3,3,5,7,3,60
2023,4211,South Cowichan,25,10,10,8,10,11,16,14,9,12,11,15,151
2023,4212,Central Cowichan,66,37,53,40,45,48,45,63,36,51,42,65,591
2023,4220,Cowichan Valley West,5,6,3,6,5,5,2,3,8,9,7,5,64
2023,4231,Ladysmith,9,13,12,10,12,11,8,12,10,8,11,13,129
2023,4232,Ladysmith Rural,6,3,2,4,1,2,2,4,3,3,3,3,36
2023,4233,Chemainus,6,6,13,6,9,7,8,7,10,12,4,8,96
2023,4234,Penelakut and Thetis Islands,1,1,0,1,0,1,1,0,0,2,1,1,9
2023,4241,Downtown Nanaimo,32,18,35,24,31,22,28,23,24,26,30,21,314
2023,4242,Departure Bay,19,34,36,24,32,23,24,28,29,36,31,26,342
2023,4243,Nanaimo North/Lantzville,35,37,32,25,28,36,25,32,29,27,32,35,373
2023,4244,Nanaimo South,15,14,14,16,13,19,16,12,18,24,19,18,198
2023,4245,Nanaimo West/Rural,7,2,5,3,5,2,7,2,7,3,4,4,51
2023,4246,Cedar/Wellington,5,3,4,2,5,2,8,6,6,5,10,10,66
2023,4247,Gabriola Island,4,4,3,5,5,8,6,4,4,2,3,5,53
2023,4251,Parksville,20,29,34,24,36,31,30,25,23,27,21,35,335
2023,4252,Qualicum Beach,14,18,27,26,17,20,16,16,26,23,22,22,247
2023,4253,Oceanside Rural,29,14,15,25,27,15,15,21,20,17,19,22,239
2023,4261,Port Alberni,34,22,39,29,33,24,35,33,36,29,30,44,388
2023,4262,Alberni Valley/Bamfield,3,3,1,3,5,3,4,2,3,5,4,6,42
2023,4263,West Coast,5,1,8,1,4,1,6,4,5,0,1,5,41
2023,4311,Comox,32,14,19,18,27,17,20,17,19,19,22,16,240
2023,4312,Comox Valley Rural,24,19,15,12,11,22,13,15,14,20,20,14,199
2023,4313,Courtenay,24,29,39,31,31,40,47,29,34,39,36,38,417
2023,4321,Campbell River,49,32,30,53,51,31,43,38,32,42,32,41,474
2023,4322,Campbell River Rural,11,6,6,4,12,11,3,4,6,8,7,7,85
2023,4330,Vancouver Island West,1,0,1,2,3,4,4,0,4,2,0,3,24
2023,4341,Port Hardy/Port Alice,10,4,4,10,6,4,9,14,10,6,11,12,100
2023,4342,Port McNeill/Sointula,1,0,1,0,0,1,0,0,1,1,0,0,5
2023,4343,Vancouver Island North Remote,3,3,2,1,3,0,3,3,1,0,2,2,23
2023,5101,Haida Gwaii South,6,5,1,4,1,2,3,6,2,1,3,2,36
2023,5102,Haida Gwaii North,0,0,4,3,2,4,2,0,1,0,1,3,20
2023,5110,Snow Country,1,0,4,0,2,1,0,1,0,1,0,0,10
2023,5121,Prince Rupert City Centre,13,6,10,10,5,8,10,10,9,11,4,13,109
2023,5122,Prince Rupert Rural,1,2,3,3,1,5,4,0,2,0,0,1,22
2023,5130,Upper Skeena,8,3,5,2,4,5,3,3,7,9,3,6,58
2023,5141,Smithers Town Centre,9,4,4,4,6,5,7,3,6,5,8,11,72
2023,5142,Smithers Rural,2,3,0,4,4,2,0,1,8,4,0,2,30
2023,5143,Houston,6,5,3,3,2,5,2,1,1,2,3,2,35
2023,5150,Kitimat,10,10,11,7,7,4,7,12,9,7,9,13,106
2023,5160,Stikine,0,0,0,0,1,0,1,0,1,0,1,1,5
2023,5171,Terrace City Centre,9,13,11,10,8,13,14,11,14,11,8,13,135
2023,5172,Terrace Rural,2,6,7,9,4,8,11,6,5,5,5,6,74
2023,5180,Nisga'a,1,1,2,3,2,2,2,1,1,0,1,0,16
2023,5190,Telegraph Creek,0,0,2,0,1,1,1,0,0,0,1,0,6
2023,5211,Quesnel City Centre,18,13,16,14,21,7,16,14,12,17,17,17,182
2023,5212,Quesnel Rural,12,10,11,8,9,5,9,1,7,5,8,9,94
2023,5221,Burns Lake Town Centre,2,4,4,2,5,3,1,1,3,3,2,4,34
2023,5222,Burns Lake South,1,0,1,1,0,1,0,1,0,0,0,0,5
2023,5223,Burns Lake North,0,8,2,2,5,4,3,4,2,3,2,3,38
2023,5231,Vanderhoof,4,6,5,5,5,4,7,4,4,3,3,5,55
2023,5232,Vanderhoof Rural,0,0,0,1,2,1,1,0,0,0,0,0,5
2023,5233,Fort St. James North,5,4,8,4,3,2,5,3,7,2,10,4,57
2023,5234,Fraser Lake,4,1,2,2,2,2,2,3,2,0,2,0,22
2023,5241,Prince George City - North,13,12,15,17,13,11,14,12,14,11,17,11,160
2023,5242,Prince George City - Central,39,39,44,41,40,36,47,54,44,53,58,50,545
2023,5243,Prince George City - Southwest,5,6,10,12,8,9,10,11,8,9,13,6,107
2023,5244,Prince George Southwest Rural,5,4,3,7,6,9,8,5,5,11,3,3,69
2023,5245,Prince George North Fraser Rural,2,1,1,6,2,8,4,5,6,7,2,1,45
2023,5246,McBride,1,3,1,1,4,2,2,2,2,1,3,2,24
2023,5247,Mackenzie,7,4,3,4,2,8,0,2,2,4,4,4,44
2023,5248,Valemount,1,2,0,1,0,1,0,2,0,0,1,4,12
2023,5311,Dawson Creek,14,6,14,12,9,11,15,15,15,14,20,15,160
2023,5312,Chetwynd,5,4,3,2,3,3,6,4,5,1,1,3,40
2023,5313,Tumbler Ridge,2,0,1,0,0,2,0,1,1,0,1,1,9
2023,5314,Peace River South Rural,4,1,6,2,3,6,1,5,2,1,2,8,41
2023,5321,Fort St John,11,12,11,13,13,11,12,9,10,20,10,20,152
2023,5322,Hudson's Hope,1,2,1,1,0,0,1,0,1,0,0,2,9
2023,5323,Peace River North Rural,2,4,3,5,3,5,8,11,6,3,8,8,66
2023,5331,Fort Nelson Population Centre,1,3,2,4,3,2,4,2,1,3,7,1,33
2023,5332,Northern Boreal,0,0,0,0,0,0,2,1,0,0,0,1,4
2023,UNKN,Unknown CHSA,39,40,42,50,51,55,62,45,56,55,32,43,570
2024,1110,Fernie,8,9,12,4,12,12,10,11,9,9,8,10,114
2024,1120,Cranbrook,27,13,37,21,30,21,29,13,35,30,34,29,319
2024,1130,Kimberley,4,6,8,10,7,12,5,9,12,11,12,12,108
2024,1140,Windermere,14,9,9,7,7,9,11,10,3,8,11,10,108
2024,1150,Creston,19,13,14,26,21,16,13,15,13,14,17,11,192
2024,1160,Golden,6,7,1,2,10,7,0,7,5,3,0,4,52
2024,1210,Kootenay Lake,4,5,1,2,3,2,2,6,1,2,6,2,36
2024,1220,Nelson,22,23,16,15,17,19,27,19,19,17,27,21,242
2024,1230,Castlegar,11,12,12,9,18,18,12,13,11,11,22,11,160
2024,1240,Arrow Lakes,6,7,7,8,3,3,4,6,7,6,5,6,68
2024,1250,Trail,8,21,22,18,18,16,10,19,17,20,25,14,208
2024,1260,Grand Forks,10,17,19,16,18,17,16,13,18,15,14,10,183
2024,1270,Kettle Valley,4,4,5,2,2,3,2,1,5,8,2,7,45
2024,1310,Southern Okanagan,42,23,34,21,29,33,22,30,31,30,27,29,351
2024,1320,Penticton,51,55,76,66,56,54,64,50,45,62,70,61,710
2024,1330,Keremeos,5,2,8,5,9,8,8,9,6,7,8,8,83
2024,1340,Princeton,3,4,2,8,9,8,4,7,9,7,7,2,70
2024,1350,Armstrong/Spallumcheen,6,10,7,10,6,8,12,7,11,6,10,8,101
2024,1361,Vernon Centre/Coldstream,70,65,72,53,61,79,50,56,45,61,75,64,751
2024,1362,North Okanagan/Lumby,16,12,16,11,11,13,19,12,10,8,11,7,146
2024,1371,Central Okanagan Rural West,5,9,6,6,12,11,5,12,2,3,8,9,88
2024,1372,West Kelowna,46,31,46,43,45,36,42,34,35,37,30,44,469
2024,1373,Lake Country,11,7,9,8,9,8,5,8,12,12,9,16,114
2024,1374,Glenmore,30,31,33,25,20,30,32,28,32,31,33,34,359
2024,1375,Downtown Kelowna,56,55,58,55,43,77,49,42,52,60,42,51,640
2024,1376,Rutland,36,36,32,37,28,28,28,30,35,30,33,36,389
2024,1377,Okanagan Mission,17,14,12,5,15,17,16,12,15,12,15,17,167
2024,1378,Central Okanagan Rural East,0,0,2,0,1,0,1,0,1,0,1,0,6
2024,1380,Summerland,10,14,13,14,11,13,17,11,13,13,14,16,159
2024,1390,Enderby,12,10,8,11,10,5,12,6,4,9,6,13,106
2024,1410,Revelstoke,3,6,6,3,8,5,3,5,7,12,6,7,71
2024,1420,Salmon Arm,46,32,46,41,45,34,40,34,43,42,51,42,496
2024,1431,Kamloops Centre North,64,44,46,46,55,59,66,53,53,42,46,64,638
2024,1432,Kamloops Centre South,52,34,40,57,43,45,45,36,35,41,57,35,520
2024,1433,Lower Thompson,25,19,14,7,20,18,23,26,14,11,17,27,221
2024,1440,100 Mile House,21,19,14,23,17,17,11,17,18,16,15,18,206
2024,1450,North Thompson,5,6,2,4,5,4,6,5,1,4,3,4,49
2024,1461,West Cariboo,3,3,3,4,4,1,1,2,4,2,5,5,37
2024,1462,Williams Lake/East Cariboo,26,31,31,26,25,22,22,20,15,28,28,19,293
2024,1470,Lillooet,4,2,6,4,2,3,3,6,4,4,3,4,45
2024,1480,South Cariboo,7,5,3,7,7,6,6,4,8,7,9,5,74
2024,1490,Merritt,15,10,17,10,10,12,13,9,13,9,15,16,149
2024,2110,Hope,10,7,10,10,8,14,11,7,14,16,11,8,126
2024,2121,South Chilliwack,34,41,41,35,43,38,41,45,29,46,36,47,476
2024,2122,North Chilliwack,58,43,34,62,54,53,41,53,42,54,49,51,594
2024,2131,Central Abbotsford,32,37,51,43,32,21,35,25,19,32,37,42,406
2024,2132,East Abbotsford,17,14,19,9,14,17,18,16,15,18,15,15,187
2024,2133,West Abbotsford,74,49,51,43,31,47,50,40,43,43,42,52,565
2024,2134,Abbotsford Rural,20,11,11,16,20,12,15,13,15,11,15,17,176
2024,2141,South Mission,25,21,27,22,22,27,19,23,19,30,21,30,286
2024,2142,North Mission,10,13,6,14,13,4,13,12,8,14,5,20,132
2024,2150,Agassiz/Harrison,14,11,9,5,13,13,15,18,8,15,11,17,149
2024,2211,New Westminster - East,14,16,21,19,15,20,24,20,11,21,18,19,218
2024,2212,New Westminster - Central,23,16,14,9,17,13,21,9,7,14,15,8,166
2024,2213,New Westminster - Downtown,9,6,7,10,7,3,1,9,5,9,6,9,81
2024,2214,New Westminster - West/Queensborou,12,7,13,7,9,6,10,4,4,5,5,9,91
2024,2221,Burnaby Heights/Capital Hill,13,13,7,20,14,14,11,16,13,14,20,15,170
2024,2222,Brentwood/Willingdon/Parkcrest,13,12,10,13,10,8,7,14,12,17,8,13,137
2024,2223,Westridge/Sperling/Gov't Road,12,12,11,12,15,9,7,10,14,14,7,19,142
2024,2224,Burnaby Mountain/Lougheed,9,9,11,6,9,6,13,7,7,10,7,8,102
2024,2225,Garden Village/Cascade/Douglas/Gilpin,20,21,18,20,20,22,12,17,21,20,23,27,241
2024,2226,Metrotown/Marlborough/Windsor,20,13,15,16,14,15,19,19,18,17,12,19,197
2024,2227,South Slope/Big Bend,12,16,13,14,10,10,17,11,8,10,13,11,145
2024,2228,Buckingham/Lakeview/Cariboo/Second S,17,11,22,17,26,9,12,8,11,14,12,25,184
2024,2229,Kingsway/Edmonds,32,17,22,19,23,27,14,26,23,18,32,26,279
2024,2231,Haney,47,32,32,31,25,36,36,37,28,32,34,35,405
2024,2232,Pitt Meadows,17,9,14,9,15,12,15,13,12,10,5,12,143
2024,2233,Maple Ridge Rural,29,30,29,32,38,17,23,29,20,35,26,31,339
2024,2241,North Coquitlam,20,18,10,5,12,11,17,17,9,15,7,14,155
2024,2242,Southwest Coquitlam,48,35,60,40,42,33,49,46,40,47,35,55,530
2024,2243,Southeast Coquitlam,19,14,17,14,14,15,15,10,14,16,20,30,198
2024,2244,Port Coquitlam,30,39,32,40,43,32,32,39,36,31,33,35,422
2024,2245,Port Moody South,10,11,6,3,7,8,5,9,5,3,8,6,81
2024,2246,Port Moody North/Anmore/Belcarra,10,10,6,8,7,5,6,8,15,11,9,9,104
2024,2311,City of Langley,37,41,23,22,23,16,33,22,26,19,23,23,308
2024,2312,Walnut Grove/Fort Langley,32,17,20,15,16,19,11,18,19,22,22,24,235
2024,2313,Willoughby,16,11,21,12,19,14,16,11,9,13,15,12,169
2024,2314,Brookswood/Murrayville,28,18,23,28,23,20,18,20,31,26,25,33,293
2024,2315,Aldergrove/Otter,9,6,12,7,7,9,9,9,11,13,14,11,117
2024,2316,North Langley Township,12,9,11,7,10,9,12,8,13,3,4,8,106
2024,2317,South Langley Township,4,9,8,7,7,10,7,4,8,4,7,6,81
2024,2321,North Delta,42,30,32,30,32,26,30,29,15,23,35,37,361
2024,2322,Ladner,30,34,33,26,28,26,21,30,25,28,19,23,323
2024,2323,Tsawwassen,15,22,20,17,27,23,24,24,17,18,22,27,256
2024,2331,Whalley,56,38,55,40,51,53,43,43,46,54,35,52,566
2024,2332,North Surrey,24,25,19,10,14,21,22,25,22,18,24,26,250
2024,2333,Cloverdale,52,22,34,35,27,25,46,39,39,33,39,38,429
2024,2334,Panorama,21,17,13,19,22,17,21,13,17,14,21,30,225
2024,2335,East Newton,35,27,30,28,23,30,33,22,31,33,23,25,340
2024,2336,Fleetwood,46,30,47,33,44,34,30,32,31,44,40,40,451
2024,2337,Guildford,43,29,30,33,22,27,34,27,29,23,22,32,351
2024,2338,West Newton,17,21,12,13,22,20,12,16,19,14,15,15,196
2024,2341,South Surrey West,64,52,53,50,55,56,61,53,42,45,60,61,652
2024,2342,White Rock,21,34,28,16,35,29,29,26,21,32,30,35,336
2024,2343,South Surrey East,30,23,27,21,13,15,11,14,11,13,10,11,199
2024,3111,Richmond City Centre,37,39,37,28,32,33,28,31,24,30,41,38,398
2024,3112,Blundell,13,4,8,9,11,10,7,12,10,9,15,6,114
2024,3113,Broadmoor,14,14,10,15,19,10,15,13,12,11,17,6,156
2024,3114,Thompson/Seafair,21,17,13,19,14,13,10,13,11,19,8,11,169
2024,3115,Steveston,16,16,16,12,13,15,16,10,12,11,15,21,173
2024,3116,East and West Cambie/Bridgeport,10,14,15,17,6,13,8,7,13,10,9,9,131
2024,3117,Gilmore/Shellmont/East/Hamilton,14,10,19,7,21,12,11,16,16,14,16,15,171
2024,3211,Downtown Vancouver,21,25,15,16,17,27,27,20,21,22,19,23,253
2024,3212,West End,39,29,21,20,29,19,20,22,30,26,27,26,308
2024,3213,Fairview,38,23,15,21,27,22,23,21,15,30,24,31,290
2024,3221,Downtown Eastside,53,53,41,46,49,35,41,42,48,39,48,58,553
2024,3222,Northeast False Creek,3,4,6,5,2,4,7,3,4,2,4,6,50
2024,3223,Grandview-Woodland,17,18,24,15,26,14,20,18,18,18,16,14,218
2024,3231,Cedar Cottage,18,9,11,6,10,7,9,13,10,10,11,11,125
2024,3232,Hastings-Sunrise,31,20,27,20,18,21,19,19,19,20,17,25,256
2024,3233,Renfrew-Collingwood,26,20,19,25,24,29,25,24,27,31,25,30,305
2024,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,38,29,26,24,32,35,30,23,18,28,28,22,333
2024,3242,West Point Grey/Dunbar-Southlands,18,11,15,14,13,11,25,23,16,13,26,12,197
2024,3243,University of British Columbia,4,8,12,6,9,3,6,1,5,7,10,8,79
2024,3244,Kitsilano,17,18,18,23,14,14,21,21,20,17,16,25,224
2024,3251,Kensington,14,10,9,14,14,12,8,14,15,11,15,10,146
2024,3252,Mount Pleasant,16,17,26,11,15,17,17,8,14,16,20,16,193
